date_of_birth,occupation,facebook,instagram,twitter,tiktok,first_name,last_name,player_gender,total_hoh,total_pov,total_nom,total_misc,votes_received
1990-12-13,Software sales representative,https://www.facebook.com/CodyCalafiore,https://www.instagram.com/codycalafiore,https://twitter.com/Cody_Calafiore,,Cody,Calafiore,Male,4,4,0,0,0
1978-01-16,Insurance Adjuster,,https://www.instagram.com/enzp_,,,Enzo,Palumbo,Male,2,1,1,0,0
1992-06-30,Boutique owner,https://www.facebook.com/nic.fran4,https://www.instagram.com/coconuts_,https://twitter.com/nicole_franzel,,Nicole,Franzel,Female,1,1,4,0,3
1981-12-20,Fitness Entrepreneur,https://www.facebook.com/ChristmasAbbottFanPage,https://www.instagram.com/christmasabbott,https://twitter.com/christmasabbott,,Christmas,Abbott,Female,1,2,4,0,1
1982-12-06,Restauranteur,https://www.facebook.com/memphis.garrett,https://www.instagram.com/memphisgarrett,https://twitter.com/MemphisGarrett,,Memphis,Garrett,Male,3,1,1,0,2
1995-02-17,Entrepreneur/Social media influencer,,https://www.instagram.com/tylercrispen2,,,Tyler,Crispen,Male,2,2,2,0,6
1986-08-20,Stay-at-home mom,,https://www.instagram.com/its_danibri,https://twitter.com/danidONAT0,,Dani,Briones,Female,1,0,1,0,4
1990-01-01,Senior sales rep,,https://www.instagram.com/iamdavid_alexander,,,David,Alexander,Male,0,0,4,0,5
1979-09-18,Ad agency executive,,https://www.instagram.com/kcampbellicious,https://twitter.com/kcampbellicious,,Kevin,Campbell,Male,0,1,5,0,8
1988-05-10,Acting coach,https://www.facebook.com/MamaDavonne,https://www.instagram.com/davonnedianne_,https://twitter.com/DaVonneDianne_,,Da'Vonne,Rogers,Female,0,1,2,0,5
1991-03-19,Management consultant,https://www.facebook.com/ianpterry,https://www.instagram.com/ianpterry14,https://twitter.com/TulaneTerry,,Ian,Terry,Male,0,0,1,0,5
1993-05-25,Model,,https://www.instagram.com/bayydayy,,,Bayleigh,Dayton,Female,0,0,1,0,9
1980-08-10,Biotech executive,,https://www.instagram.com/kaysar_ridha,https://twitter.com/KaysarRidha,,Kaysar,Ridha,Male,0,0,2,0,12
1980-01-10,Real estate agent,https://www.facebook.com/janellepierzina,https://www.instagram.com/janellepierzina,https://twitter.com/JanellePierzina,,Janelle,Pierzina,Female,0,0,1,0,9
1994-12-26,Podcast host,,https://www.instagram.com/strongislandnicole,https://twitter.com/Strongislandni2,,Nicole,Anthony,Female,0,0,1,0,10
1978-08-01,Waitress,https://www.facebook.com/keeshamsmith,https://www.instagram.com/keeshfest,https://twitter.com/KeeshaSmith0801,,Keesha,Smith,Female,0,0,1,0,13
