date_of_birth,occupation,facebook,instagram,twitter,tiktok,first_name,last_name,player_gender,total_hoh,total_pov,total_nom,total_misc,votes_received
1993-06-13,Clothing designer,,,https://twitter.com/deadskulltweets,,Paul,Abrahamian,Non-binary,3,3,6,0,2
1991-04-20,Gym manager,https://facebook.com/varroyoiii,https://instagram.com/elfitvic,https://twitter.com/elfitvic,,Victor,Arroyo,Male,3,1,3,4,13
1990-10-31,Baseball coach,,https://instagram.com/coreybrooks,https://twitter.com/coreybrooks34,,Corey,Brooks,Male,2,3,4,0,2
1988-11-13,DJ,,https://instagram.com/paulcalafiore_,https://twitter.com/PaulCalafiore_,,Paulie,Calafiore,Male,2,3,3,0,9
1989-07-29,Student,,,,,Bronte,D'Acquisto,Female,0,0,2,0,6
1991-07-15,Traveling nurse,,https://instagram.com/bridgettedunning,https://twitter.com/BridgetteD_BB18,,Bridgette,Dunning,Female,1,1,4,0,7
1984-04-24,Pharmaceutical Sales Rep,https://facebook.com/TheFrankEudy,https://instagram.com/thefrankeudy,https://twitter.com/Frankeudy,,Frank,Eudy,Male,0,0,1,2,9
1991-07-11,Preschool teacher,,https://instagram.com/zakiyaheverette_,,,Zakiyah,Everette,Female,0,0,1,0,3
1991-02-26,Make-up artist,,https://instagram.com/jozeaofficial,https://twitter.com/jossie_flores,,Jozea,Flores,Male,0,0,1,1,7
1992-06-30,Boutique owner,https://facebook.com/nic.fran4,https://instagram.com/coconuts_,https://twitter.com/nicole_franzel,,Nicole,Franzel,Female,2,2,2,0,0
1965-12-02,Dog Groomer; Former Police Detective,,https://instagram.com/glennbx,https://twitter.com/GLENNNBX,,Glenn,Garcia,Male,0,0,0,0,0
1984-05-22,Staff Recruiter,https://facebook.com/asianjamesbb17,https://instagram.com/jhuling,https://twitter.com/AsianJamesBB17,,James,Huling,Male,1,0,2,0,1
1992-12-26,Nutritionist,,https://instagram.com/michellemeyr,https://twitter.com/MichelleMBB18,,Michelle,Meyer,Female,1,1,3,0,6
1990-03-22,Event coordinator,https://facebook.com/NatNegrotti,https://instagram.com/natalienegrotti,https://twitter.com/NataliaNegrotti,,Natalie,Negrotti,Female,1,0,2,0,3
1988-05-10,Acting coach,https://facebook.com/MamaDavonne,https://instagram.com/davonnedianne_,https://twitter.com/DaVonneDianne_,,Da'Vonne,Rogers,Female,0,0,2,0,6
1984-04-19,High school teacher,https://facebook.com/TiffanyAlexisRousso,https://instagram.com/tiffanyalexis04,https://twitter.com/TiffanyAlexis04,,Tiffany,Rousso,Female,0,0,3,1,12
