date_of_birth,occupation,facebook,instagram,twitter,tiktok,first_name,last_name,player_gender,total_hoh,total_pov,total_nom,total_misc,votes_received
1984-10-16,TV personality,,https://www.instagram.com/rachelereillyvillegas,,,Rachel,Reilly,Female,4,2,5,0,2
1987-04-11,VIP cocktail waitress,https://www.facebook.com/porschebriggs,https://www.instagram.com/porschebriggs,https://twitter.com/missporshe,,Porsche,Briggs,Female,1,3,4,0,0
1971-08-07,Music Inventory Manager,,https://www.instagram.com/bacongurubb13,,,Adam,Poch,Male,1,2,5,0,3
1986-11-21,Waitress,,https://www.instagram.com/bbjordanlloyd,https://twitter.com/BBJordanLloyd,,Jordan,Lloyd,Female,1,0,3,0,3
1980-11-16,Writer,https://www.facebook.com/kaliabalia,https://www.instagram.com/kaliabalia,,,Kalia,Booker,Female,2,0,2,0,4
1970-01-14,Outdoor Industry Executive,,https://www.instagram.com/shellymoorebb13,https://twitter.com/ShellyMooreBB13,,Shelly,Moore,Female,0,0,3,0,3
1978-06-05,Advertising Salesman,,https://www.instagram.com/jeffschroeder23,https://twitter.com/jeffschroeder23,,Jeff,Schroeder,Male,1,2,2,0,3
1986-08-20,Stay-at-home mom,,https://www.instagram.com/its_danibri,https://twitter.com/danidONAT0,,Daniele,Donato,Female,2,0,1,0,3
1980-07-02,High School Swim Coach,https://www.facebook.com/bjvillegas,https://www.instagram.com/brendonvbb12,https://twitter.com/brendonvbb12,,Brendon,Villegas,Male,0,3,2,0,10
1971-12-05,Legal File Clerk,,,https://twitter.com/LExumOnTV,,Lawon,Exum,Male,0,0,1,0,6
1986-04-17,College Student & Model,https://www.facebook.com/DominicPBri,https://www.instagram.com/dominic.phillip,https://twitter.com/dominicphillip,,Dominic,Briones,Male,0,1,2,0,7
1985-07-05,Model,,https://www.instagram.com/cassicolvin1,https://twitter.com/REALCassiColvin,,Cassi,Colvin,Female,0,0,1,0,9
1979-01-08,Human Resources Manager,,,,,Keith,Henderson,Male,0,0,1,0,6
1963-06-24,Bar Owner,,,,,Dick,Donato,Male,0,0,0,0,0
